Number,Spanish Word,Spanish Sentence,English Word,English Sentence
595,trat,"A las ocho y media, el seor Dursley cogi su maletn, bes a la seora Dursley en la mejilla y trat de despedirse de Dudley con un beso, aunque no pudo, ya que el nio tena un berrinche y estaba arrojando los cereales contra las paredes.",[trat in English],[English translation]
596,trfico,"El trfico avanz y, unos minutos ms tarde, el seor Dursley lleg al aparcamiento de Grunnings, pensando nuevamente en los taladros.",[trfico in English],[English translation]
597,triste,"Pero no puedo soportarlo Lily y James muertos y el pobrecito Harry tendr que vivir con muggles S, s, es todo muy triste, pero domnate, Hagrid, o van a descubrirnos susurr la profesora McGonagall, dando una palmada en un brazo de Hagrid, mientras Dumbledore pasaba sobre la verja del jardn e iba hasta la puerta que haba enfrente.",[triste in English],[English translation]
598,tristeza,Lo s lo s dijo con tristeza.,[tristeza in English],[English translation]
599,umbral,"Dej suavemente a Harry en el umbral, sac la carta de su capa, la escondi entre las mantas del nio y luego volvi con los otros dos.",[umbral in English],[English translation]
600,valla,"La seora Dursley era delgada, rubia y tena un cuello casi el doble de largo de lo habitual, lo que le resultaba muy til, ya que pasaba la mayor parte del tiempo estirndolo por encima de la valla de los jardines para espiar a sus vecinos.",[valla in English],[English translation]
601,valle,Lo que estn diciendo insisti es que la pasada noche Voldemort apareci en el valle de Godric.,[valle in English],[English translation]
602,valor,Qu valor!,[valor in English],[English translation]
603,vas,Vas a despertar a los muggles!,[vas in English],[English translation]
604,vecinos,"La seora Dursley era delgada, rubia y tena un cuello casi el doble de largo de lo habitual, lo que le resultaba muy til, ya que pasaba la mayor parte del tiempo estirndolo por encima de la valla de los jardines para espiar a sus vecinos.",[vecinos in English],[English translation]
605,vehculo,"Me la han prestado, profesor Dumbledore contest el gigante, bajando con cuidado del vehculo mientras hablaba.",[vehculo in English],[English translation]
606,ventana,Ninguno vio la gran lechuza parda que pasaba volando por la ventana.,[ventana in English],[English translation]
607,verde,"Vamos, uno era incluso mayor que l, y vesta una capa verde esmeralda!",[verde in English],[English translation]
608,verja,"Pero no puedo soportarlo Lily y James muertos y el pobrecito Harry tendr que vivir con muggles S, s, es todo muy triste, pero domnate, Hagrid, o van a descubrirnos susurr la profesora McGonagall, dando una palmada en un brazo de Hagrid, mientras Dumbledore pasaba sobre la verja del jardn e iba hasta la puerta que haba enfrente.",[verja in English],[English translation]
609,verlas,"Pese a que las lechuzas habitualmente cazan durante la noche y es muy difcil verlas a la luz del da, se han producido cientos de avisos sobre el vuelo de estas aves en todas direcciones, desde la salida del sol.",[verlas in English],[English translation]
610,vesta,"Vamos, uno era incluso mayor que l, y vesta una capa verde esmeralda!",[vesta in English],[English translation]
611,vestida,"Mientras esperaba en el habitual embotellamiento matutino, no pudo dejar de advertir una gran cantidad de gente vestida de forma extraa.",[vestida in English],[English translation]
612,vida,"A Hagrid, le confiara mi vida dijo Dumbledore.",[vida in English],[English translation]
613,viejo,"Perdn gru, mientras el diminuto viejo se tambaleaba y casi caa al suelo.",[viejo in English],[English translation]
614,visto,"Saban que los Potter tambin tenan un hijo pequeo, pero nunca lo haban visto.",[visto in English],[English translation]
615,voces,"Ni que iba a pasar las prximas semanas pinchado y pellizcado por su primo Dudley No poda saber tampoco que, en aquel mismo momento, las personas que se reunan en secreto por todo el pas estaban levantando sus copas y diciendo, con voces quedas: Por Harry Potter el nio que vivi!",[voces in English],[English translation]
616,volante,Tamborile con los dedos sobre el volante y su mirada se pos en unos extraos que estaban cerca de l.,[volante in English],[English translation]
617,volvi,"Durante un segundo, el seor Dursley no se dio cuenta de lo que haba visto, pero luego volvi la cabeza para mirar otra vez.",[volvi in English],[English translation]
618,volvi,"Durante un segundo, el seor Dursley no se dio cuenta de lo que haba visto, pero luego volvi la cabeza para mirar otra vez.",[volvi in English],[English translation]
619,voz,"Al contrario, su rostro se ilumin con una amplia sonrisa, mientras deca con una voz tan chillona que llamaba la atencin de los que pasaban: No se disculpe, mi querido seor, porque hoy nada puede molestarme!",[voz in English],[English translation]
620,vuelo,"Pese a que las lechuzas habitualmente cazan durante la noche y es muy difcil verlas a la luz del da, se han producido cientos de avisos sobre el vuelo de estas aves en todas direcciones, desde la salida del sol.",[vuelo in English],[English translation]
621,vuelta,"Mientras el seor Dursley daba la vuelta a la esquina y suba por la calle, observ al gato por el espejo retrovisor: en aquel momento el felino estaba leyendo el rtulo que deca Privet Drive (no poda ser, los gatos no saben leer los rtulos ni los planos).",[vuelta in English],[English translation]
622,vueltas,"La seora Dursley se qued dormida rpidamente, pero el seor Dursley permaneci despierto, con todo aquello dando vueltas por su mente.",[vueltas in English],[English translation]
623,vulgar,"Un nombre vulgar y horrible, si quieres mi opinin.",[vulgar in English],[English translation]
